img,Bmean,Gmean,Rmean,Bstd,Gstd,Rstd,crc,ira,irb,irc,ird,c_bb,c_bg,c_br,c_gg,c_gr,c_rr,adhocb1,adhocg1,adhocr1,adhocb2,adhocg2,adhocr2,class
ISIC_0032940,79.3855,85.1177,136.1002,25.3922,20.0586,13.7374,0.138947086,0.028318961,6.210822023,134.8569808,491.3142139,1829.558284,1692.681262,1558.521617,1731.266111,1663.268327,2179.745909,1.319373797,1.196781073,0.887265524,0.895518105,0.771055572,0.664337714,ML
ISIC_0033730,144.5949,146.2996,184.0248,18.1045,15.7153,10.7195,0.240463628,0.025529048,4.184127821,5.65195595,280.9811823,969.809314,1049.537017,1241.420994,1200.775817,1477.326465,2064.76698,0.650974702,0.545138363,0.417069497,0.705041497,0.644590919,0.660296804,ML
ISIC_0029056,125.8403,111.543,154.2331,16.5106,13.9955,11.4651,0.293614559,0.028594365,4.668439616,2.781449186,119.6413177,1474.068524,1383.951338,1704.397052,1317.426383,1637.781932,2130.70019,0.431837471,0.335592182,0.423108284,0.447360069,0.396195987,0.483425842,ML
ISIC_0026360,124.1273,113.1351,168.2009,17.7301,17.3213,9.1995,0.306938034,0.039728458,4.377315062,5.526531092,131.3040586,1420.897982,1290.954391,1148.049451,1268.427128,1178.172751,1254.04471,0.713836135,0.65083908,0.85622745,0.75307659,0.677340973,0.814538309,ML
ISIC_0028579,115.9,130.1438,179.7477,17.2322,12.1892,8.0816,0.290992426,0.044133574,4.817091115,2.281803855,65.25917099,1616.635379,1303.628368,944.5672411,1169.840255,859.6940178,664.0513416,0.386946434,0.583507733,0.798956166,0.550019749,0.683086076,0.833019185,ML
ISIC_0033245,145.7209,138.7203,184.3327,15.5006,12.5995,9.4856,0.278081404,0.031365716,5.295692617,2.142419169,78.32158497,1345.250892,1146.384262,851.956726,1032.371056,773.4145062,643.3231007,0.979762564,0.896064625,0.895203091,0.625014179,0.653075318,0.798632586,ML
ISIC_0033713,156.9756,152.2643,201.4991,22.0229,19.163,11.0657,0.174068529,0.023845172,4.584490664,6.937966642,397.4339204,1484.484128,1563.673432,1649.187773,1691.014035,1835.857092,2209.31308,0.524840599,0.436467437,0.525556038,0.642587456,0.603219004,0.690003299,ML
ISIC_0026105,114.0541,141.7809,212.9815,17.1605,11.3945,4.425,0.220643214,0.037648465,5.291761876,4.607733061,132.9920778,1077.388828,874.883473,468.7210233,760.9551069,430.4557414,278.3524885,0.608147866,0.7259275,0.904829155,0.617301025,0.748091985,0.916348231,ML
ISIC_0027769,131.7031,125.4477,164.7473,19.7514,16.5601,12.756,0.347563899,0.062738264,4.008514765,2.901716442,60.33945564,2213.000938,2014.913996,1672.005984,1959.720315,1682.645357,1524.845083,0.483211727,0.332629792,0.557297883,0.545268162,0.531349003,0.690811255,ML
ISIC_0027030,107.1205,121.9349,177.9697,15.0809,11.3244,7.5506,0.236049676,0.076449912,4.094117647,9.492999637,118.7750061,669.1696041,531.216669,370.6589855,446.2120493,321.4170332,253.353205,0.924278012,0.960854074,0.999831513,0.921814817,0.962858532,0.997145885,ML
ISIC_0032653,109.3003,106.9265,175.0624,16.1581,12.057,6.9711,0.340254777,0.117558967,4.494896924,2.663686891,25.99357239,664.0735925,517.6059105,320.736322,419.3683629,256.0349477,176.0113389,0.844958557,0.859008617,0.970434627,0.699201879,0.764801514,0.924416594,ML
ISIC_0031666,151.5206,121.2782,160.1147,11.5123,9.9094,16.1093,0.168962674,0.023494294,5.187666034,17.0323994,467.5143697,592.9679291,451.0313011,562.561939,583.6866442,888.4196921,1453.063835,1.027956118,1.031388877,1.029458769,1.170711575,1.08979458,1.062302761,ML
ISIC_0026188,118.7066,120.0702,203.8547,12.8338,10.3182,6.8942,0.202055182,0.04550603,4.98540146,5.721821809,146.4225725,576.6091964,349.1573099,237.7910344,327.1564066,206.3069863,174.8462625,0.698120832,0.824846471,0.958940209,0.778430056,0.842742483,0.943975359,ML
ISIC_0024630,124.1135,132.3119,188.088,19.1564,17.5949,10.9213,0.216146018,0.02439499,5.296263435,9.765213017,291.5992165,1247.728206,1067.901858,885.1901422,984.2086344,821.5934303,752.7008632,0.789367812,0.786924887,0.895151839,0.735942278,0.752170302,0.888030001,ML
ISIC_0030060,152.3815,143.4362,170.6451,19.2891,18.9275,18.8123,0.209119287,0.029099522,5.169702296,5.154428182,199.3293116,1405.223281,1096.78213,886.3637873,1935.910431,2394.493405,3342.230393,0.981954523,0.571571377,0.475328841,0.886195276,0.708267747,0.727255959,ML
ISIC_0032626,147.1409,133.5718,156.104,15.8544,16.4136,10.5969,0.39675157,0.020529889,3.848463164,3.461317877,189.7291919,1116.213481,1137.34211,833.249156,1194.313407,883.6083939,855.7174791,0.960734288,0.918550418,0.841034048,0.923388487,0.892599861,0.834471401,ML
ISIC_0025611,130.703,145.927,193.8752,19.7158,14.375,7.4474,0.302090219,0.033529825,4.656523703,2.247296995,86.68238153,1321.560467,1455.502148,1350.310404,1735.755006,1713.752666,1852.74617,0.455305028,0.338109195,0.462911349,0.551768753,0.563514555,0.723364382,ML
ISIC_0033871,109.1585,124.4629,169.8224,19.1464,14.7668,9.3962,0.267894654,0.045874854,4.443478261,4.622450304,117.2702346,1304.845395,1240.159437,1021.525243,1270.116039,1088.364442,992.5195765,0.472759948,0.542418894,0.743747622,0.61208868,0.664703694,0.810358845,ML
ISIC_0024552,138.2325,129.737,182.1552,17.1848,13.616,9.6666,0.179483623,0.025317847,5.822729338,6.881859393,257.1322914,781.1338923,628.0424099,602.6388618,561.1386253,559.9732147,599.0661566,0.82251302,0.82653668,0.917224223,0.727931154,0.783683919,0.884569825,ML
ISIC_0031239,114.6097,115.8294,182.0948,16.5402,14.9871,11.3864,0.14762654,0.025641818,6.097946088,6.134358735,272.8686712,797.8585227,715.6671673,621.5998664,666.2365502,588.3676653,570.8598222,1.05166378,1.04508018,1.039901361,0.893999461,0.876002427,0.943949954,ML
ISIC_0034048,129.2662,124.5045,165.4346,18.3342,14.2415,8.5806,0.210463695,0.048204968,5.345351392,6.44565955,126.6078708,1131.401207,888.4584624,620.5304256,741.8266208,524.4341981,392.8827628,0.769332768,0.762672509,0.868414974,0.744398804,0.77731029,0.882646472,ML
ISIC_0030129,160.0039,144.5947,197.8819,16.8362,12.9773,12.1081,0.292645373,0.032269805,4.754611298,2.458326424,95.3375506,1428.429852,1242.858137,1065.761741,1169.882763,1056.537482,1060.558238,0.778863433,0.680392514,0.734768709,0.63266406,0.62428422,0.751016249,ML
ISIC_0032918,128.7104,134.9224,172.2688,15.7281,12.0395,8.371,0.231956416,0.034141301,5.294555549,3.369653645,116.5010951,645.9313012,473.096246,372.614129,395.1681831,286.2232903,239.0652149,0.715869338,0.794912338,0.867493782,0.766609744,0.83081625,0.898296524,ML
ISIC_0030901,114.5389,124.9483,176.0451,17.4296,10.4943,5.6876,0.192725831,0.023854429,5.182204462,7.033228125,303.5372561,764.1987361,502.6965669,264.6053038,362.6602549,202.2852361,144.7269039,0.747321329,0.845078938,0.947065097,0.809030499,0.900722851,0.981671322,ML
ISIC_0025550,110.2924,127.5164,175.2605,17.323,11.0804,6.4929,0.363888531,0.043802112,4.521870516,1.358071608,40.24924274,1182.089134,1031.878792,803.7061493,948.2598002,767.1842943,654.5895216,0.381943816,0.491091655,0.693428326,0.551313518,0.68084757,0.832885809,ML
ISIC_0033594,125.8956,119.9652,155.1787,17.3384,14.8138,12.9666,0.291926976,0.033352293,4.92008166,1.620477973,64.95994101,1177.138987,1100.504335,1047.642585,1096.751903,1084.267882,1175.334549,0.56628138,0.490663878,0.532938155,0.524609645,0.53902029,0.664782637,ML
ISIC_0034218,135.3634,121.7069,168.0213,19.3353,15.4088,8.1182,0.170392486,0.040060962,5.268768479,34.13970171,302.5372493,1356.533031,1095.131052,724.8256619,932.7862247,619.914861,457.589566,1.042726591,0.989107002,1.027514189,1.004576521,0.985432672,1.017590069,ML
ISIC_0025219,114.212,126.5957,172.533,18.1255,12.6948,10.2343,0.283157706,0.031149513,4.54833705,2.780971686,118.7930137,1097.261058,932.9591044,721.6647663,913.7993539,757.6080252,705.40588,0.985868896,0.908666439,0.961261949,0.650158512,0.741788272,0.881622318,ML
ISIC_0024911,131.5149,121.1388,163.5837,21.4367,14.047,9.7977,0.366545238,0.063691251,4.428321025,1.894530629,36.40255084,1719.794387,1157.602381,799.0233345,848.8858303,613.3260955,471.2110738,0.861602274,0.74164476,0.822677905,0.557243671,0.650664734,0.808565257,ML
ISIC_0030828,126.7694,142.1311,178.8882,21.5528,14.9266,8.4939,0.338389918,0.042959427,4.49026605,2.17484525,62.78597215,1992.023583,1993.793159,1389.361267,2132.770921,1605.115247,1401.944383,0.4457952,0.484312489,0.787400665,0.455623108,0.528221181,0.756408997,ML
ISIC_0028570,131.9172,138.1543,206.853,16.7702,14.9926,14.483,0.329022406,0.057838927,4.879927156,1.337640453,29.09708442,999.6122371,931.8945847,1029.559257,925.9227271,1067.249068,1342.580973,0.552185986,0.548796663,0.609498901,0.722316076,0.737265904,0.813714236,BCC
ISIC_0028084,118.7439,126.8912,205.9202,15.4314,12.7084,5.6304,0.261690811,0.047054482,4.353253918,5.691255252,132.7594721,777.3948495,726.3940167,466.0065992,723.0626238,429.6259841,345.715594,0.641303119,0.671540838,0.838170381,0.772475369,0.804894906,0.914308605,BCC
ISIC_0032307,143.9934,130.1647,180.7486,16.9554,15.0486,12.5316,0.214596529,0.038811963,4.845094013,4.72146208,153.6101866,1221.268254,1014.436001,908.4058814,880.0346181,772.3942267,779.4658204,0.718616529,0.778617589,0.876554218,0.751757595,0.788004904,0.851308881,BCC
ISIC_0034223,142.475,134.1185,181.0203,15.3249,12.705,8.2002,0.146857578,0.042465262,4.780033373,78.55987961,397.1698785,1109.796864,978.0936268,740.8892363,904.660361,689.0434442,619.9308124,1.039827243,1.06353968,1.040059965,0.819313437,0.834939819,0.921066163,BCC
ISIC_0027998,112.6143,101.7626,170.6821,10.7722,9.5786,5.0589,0.188908429,0.026594896,5.577134682,3.382345414,169.2248057,488.0583254,374.8936799,252.5637302,391.9343034,235.0052205,228.7827606,0.938568694,0.776805713,0.944492749,0.809639055,0.725836192,0.927444318,BCC
ISIC_0031698,157.682,163.588,210.3692,17.7437,18.2208,7.9995,0.165223515,0.032908327,5.053168426,10.15869188,305.2837344,600.2419036,542.4989353,276.2970926,518.1967851,251.5618455,141.1699038,0.904124084,0.878432045,0.975832486,0.944772484,0.93017781,0.994460427,BCC
ISIC_0024452,113.1859,140.252,204.9468,13.0637,11.2373,4.4807,0.259682854,0.033310392,4.674153383,4.015629176,143.5517027,441.8059693,360.0208182,219.5761213,333.3762201,179.4759891,146.9345586,0.883769067,0.933143915,0.966230869,0.799867742,0.856891124,0.955149708,BCC
ISIC_0029524,147.1959,129.0064,174.4558,12.1266,11.2977,6.7431,0.250690923,0.048642267,5.164221189,4.33704167,91.0425998,504.5413324,440.7044196,299.8580623,400.4373139,265.7926184,195.1521391,0.827344063,0.811293482,0.914430093,0.861001913,0.842951096,0.926981313,BCC
ISIC_0032429,106.6583,105.9711,166.1398,15.0969,14.0638,5.5294,0.164455187,0.034620757,5.385873166,6.431381071,222.9138487,334.5627809,297.065089,133.4881675,298.6383067,137.5144094,107.6669565,0.791336988,0.753544484,0.933454425,0.907422625,0.871748595,0.981665185,BCC
ISIC_0031971,163.0125,142.1258,200.3955,12.9006,9.7869,6.2513,0.133665054,0.032947483,6.372933749,22.72910707,349.5175974,653.640002,404.2491117,266.1223345,317.5348113,156.2941727,124.90863,1.086305975,0.978928612,1.026083435,0.887242867,0.870568483,0.96409311,BCC
ISIC_0031526,149.7734,140.9505,185.8396,15.6921,15.5555,8.8292,0.336084667,0.031142946,4.489881108,2.561626313,97.09127702,532.1513087,520.6435872,324.8381062,529.3871804,334.1833096,222.7411442,0.975045776,0.941267597,0.970487413,0.82431021,0.797738633,0.906425133,BCC
ISIC_0031651,161.4913,162.9514,213.4069,9.3943,7.337,2.7423,0.106909306,0.041898273,4.549718438,31.73452815,539.0231577,211.8607022,175.9765131,48.55384583,170.780461,41.17078236,17.12308947,0.897887733,0.896428881,0.981379032,0.952594457,0.939737204,0.994562551,BCC
ISIC_0025046,145.1944,136.6666,193.5396,13.2579,11.5334,6.043,0.147184911,0.043405308,5.426882301,22.52227179,291.9285955,478.6535041,372.1709433,273.7154835,405.0480461,206.3419717,193.4497917,0.940266367,0.9863627,0.99402876,0.893566018,0.948085112,0.958921494,BCC
ISIC_0027057,153.0833,152.3309,234.4978,21.867,16.5188,12.6024,0.162770411,0.046540351,4.590209672,9.700769829,245.1863036,1626.786832,1284.977229,931.8669682,1466.172148,1140.582506,1001.585622,1.023880433,0.896624486,0.939888799,0.895547982,0.795447029,0.892154237,BCC
ISIC_0034160,179.6699,151.4717,194.4559,8.5031,10.0457,4.5151,0.241695211,0.031920317,4.420715136,5.10056677,197.2808286,213.7574899,288.0076954,60.85205041,442.6108948,78.00041897,37.61338792,0.936072824,0.818275196,0.993340644,0.95052702,0.871244652,0.997123796,BCC
ISIC_0030766,159.8677,141.3209,179.7005,18.0459,16.7044,15.9323,0.400660013,0.083818915,4.316278612,1.48234523,22.1506541,1874.985747,1701.422775,1256.870819,1614.383434,1239.447511,1057.792338,0.442073637,0.375116674,0.688482621,0.673937439,0.644339807,0.761361676,BCC
ISIC_0025818,151.964,154.8439,188.7282,14.4293,16.2912,9.8456,0.274097399,0.028711233,4.974594454,2.356695033,103.133136,447.9639408,542.0676946,373.5467789,751.1962508,536.186337,412.6067184,0.893363501,0.777272033,0.869389251,0.834581419,0.785554036,0.88270186,BCC
ISIC_0031318,138.8637,128.2396,184.0221,10.0187,8.1826,5.5212,0.259975377,0.07063197,4.51723844,5.064435591,80.03367266,225.5945506,174.8618733,133.2823911,159.4101819,105.1728696,94.95890957,0.891914724,0.906450324,0.959044017,0.906017647,0.914375717,0.964827148,BCC
ISIC_0034026,138.5474,111.7415,153.1813,14.353,11.6939,10.3064,0.347980324,0.125326371,3.926461559,3.569879012,34.92973786,1028.515209,862.6916741,904.4393414,732.94343,770.6172269,881.0955782,0.655209265,0.622400799,0.739726552,0.809017951,0.812096487,0.863491702,BCC
ISIC_0031697,156.2231,151.2134,211.3062,16.8434,13.8528,8.1048,0.202082214,0.063035417,4.577390086,7.144104811,131.2876289,912.6211203,787.7281515,494.7527047,711.6622278,464.4735203,329.5228706,0.728055832,0.738956561,0.88174447,0.860806467,0.867502627,0.941923387,BCC
ISIC_0025752,140.1088,134.8094,169.9638,12.9862,12.0407,8.7764,0.158661737,0.031563845,5.734882701,10.34204038,281.3236788,959.8046253,888.8320258,689.4332527,878.1457818,702.3781125,617.0417143,0.9673573,0.914678593,0.975540786,0.821665517,0.781015642,0.86930845,BCC
ISIC_0027478,153.2234,128.2276,188.5146,17.8926,13.8703,8.3775,0.272892427,0.059773327,4.786765519,3.512498792,68.0808797,831.8521023,616.7917717,387.1589131,520.2626495,294.6327502,226.1970168,0.756873081,0.737889225,0.892995968,0.834457738,0.825575531,0.929493656,BCC
ISIC_0026970,135.6891,136.2166,207.7982,12.348,11.3677,4.6808,0.257527805,0.037401405,4.428820516,4.402981902,146.7868217,610.165585,595.833399,353.3076475,616.1708019,344.5631776,255.1065821,0.768168593,0.753124849,0.875872006,0.826080922,0.821929375,0.930210672,BCC
ISIC_0031258,172.0595,153.9325,201.6567,11.1063,10.8007,5.0784,0.18717843,0.041267988,4.428693198,9.995181408,254.4214296,386.225118,353.0278981,216.832599,344.0714481,203.8020922,136.0486522,0.977284706,0.980806475,0.98853508,0.907442671,0.906555077,0.95971014,BCC
ISIC_0033020,155.9823,153.5897,186.6192,16.5475,13.3917,7.0821,0.212343303,0.029224061,5.206681731,3.521024288,156.8261166,577.3678317,468.3341712,267.451904,398.5307901,227.00982,154.1156472,0.769186785,0.809120993,0.920047859,0.842148446,0.86518524,0.944129945,BCC
ISIC_0025362,131.7964,125.0423,156.7645,14.3977,12.5951,10.8607,0.356796968,0.151733159,4.393813311,1.677904191,14.59156878,836.4309373,761.4555719,702.068737,701.5374068,652.9368766,622.1153005,0.578175671,0.582252339,0.679454974,0.784658223,0.795356548,0.851064444,BCC
ISIC_0027090,118.3424,119.9,162.0324,17.7402,18.3577,20.3497,0.245312936,0.044061884,5.063673565,4.944646416,113.3742656,1355.855224,1305.817884,1426.626074,1314.531326,1461.497355,1688.45831,0.625414729,0.631820988,0.726137195,0.64088808,0.640075501,0.697511303,BCC
ISIC_0033575,170.9023,147.3563,185.2774,13.9793,13.0377,7.8479,0.273639105,0.058695489,4.401043954,5.262855832,96.76540144,862.1411899,761.86028,427.0753594,718.960536,388.5469161,259.740579,0.760731623,0.760072363,0.897351553,0.821726128,0.819095923,0.920842363,BCC
ISIC_0031140,153.4607,150.1172,190.8656,16.7254,14.9576,9.9273,0.244862543,0.059922996,4.492339826,3.991644856,89.65059619,1486.743665,1433.474273,1128.501885,1418.066512,1124.520967,929.3565791,0.465515388,0.460863149,0.677096026,0.744068594,0.740926705,0.844981917,BCC
ISIC_0029680,179.9709,154.5592,197.0692,10.1993,10.4657,8.0413,0.155117565,0.040977147,6.409371558,36.38565893,262.1249711,265.5117457,236.0585166,111.8145216,243.2477268,101.1701395,95.65370744,1.011489859,1.027769438,1.026784166,0.923418249,0.917247031,0.978660699,BCC
ISIC_0024833,138.1562,137.6475,192.9848,12.425,11.9721,6.2092,0.131281182,0.042483352,5.678112918,10.25709034,255.2883137,271.777713,249.754813,153.2144052,261.854283,150.1566117,109.0947328,0.901311888,0.866456322,0.977114031,0.926702123,0.896809515,0.978472845,BCC
ISIC_0030261,153.0356,149.5088,205.1879,17.2011,16.7921,8.7218,0.235924312,0.035777831,5.08718692,3.563975871,120.4995726,657.0197824,461.5066387,237.0892452,468.7530267,233.8271809,141.4803171,1.084603754,0.913417533,0.96095234,0.855849984,0.819142405,0.933263145,BCC
ISIC_0032857,141.3483,133.6995,171.1307,16.6007,15.2922,8.7814,0.258601136,0.037303384,3.796579968,5.443273888,202.0289084,1157.587868,1028.634689,770.7095909,979.2572358,726.672642,593.2972331,0.871762797,0.822787076,0.894655631,0.818399281,0.763292585,0.864423049,BCC
ISIC_0031442,136.8954,114.7467,165.6903,12.1112,11.3145,9.7771,0.262269484,0.024890683,4.859577609,3.025668293,151.9191837,866.3836088,755.7845991,677.5764757,707.7626261,636.7265324,726.2381797,0.899736901,0.820183541,0.889035208,0.754539116,0.699204073,0.834586654,BCC
ISIC_0028542,169.3825,149.6607,196.6143,24.7893,21.8311,9.0657,0.279296908,0.066327529,4.722474559,4.590571677,70.76769995,2086.22155,1885.846825,604.226634,1764.443017,547.4542286,248.5635925,0.599832637,0.561891987,0.921549569,0.732349871,0.72895406,0.920980481,BCC
ISIC_0029917,136.2764,147.04,202.013,15.4842,13.769,6.7845,0.171454557,0.038233592,4.878620052,8.09816939,245.0857761,667.8828324,615.4626055,400.7185447,621.6046458,417.8505057,320.7665926,0.718504278,0.747358272,0.902017612,0.877075568,0.860378066,0.939715104,BCC
ISIC_0026855,135.8261,121.3739,175.6896,14.072,14.2806,8.4477,0.279751725,0.031751735,4.928534856,3.45728839,118.2827684,592.3552734,606.6930262,434.1841084,641.4532889,457.8819859,350.1811002,0.828957712,0.789581661,0.902309832,0.761884801,0.724691922,0.865878713,BCC
ISIC_0033248,158.985,141.432,196.3957,16.8594,17.3224,12.0468,0.275208715,0.022887708,4.303013657,4.918590565,247.1648012,876.5265486,883.883929,744.452795,938.8234097,774.284838,829.0566015,1.01528124,0.965483877,1.044658161,0.849205117,0.798943549,0.901171315,BCC
ISIC_0025417,174.448,171.8127,208.3086,19.2984,17.0298,11.4162,0.28580503,0.08451162,4.5607017,4.513360865,56.71134738,1190.122645,1201.847834,940.5230192,1250.027376,996.0986323,819.4746414,0.658048206,0.61289733,0.730716908,0.837617295,0.82541231,0.878256354,BCC
ISIC_0033666,102.0489,91.2514,114.4922,8.6659,8.696,11.946,0.170831573,0.065179706,5.597067242,31.91965469,171.4675235,201.2093517,178.5141016,180.5132227,189.695313,171.2882772,298.2414474,0.972985431,0.999680227,0.941988836,0.947435848,0.952691872,0.845811522,BCC
ISIC_0028814,145.2223,150.0169,212.2874,12.8831,11.0547,4.9525,0.143521845,0.05631455,5.751139366,16.34091834,199.8653062,437.6158512,349.7679346,220.6254089,324.297233,183.9270815,134.2431182,0.929947778,0.982943302,0.997489749,0.892828251,0.925140507,0.971205697,BCC
ISIC_0030800,131.3469,104.0152,171.0897,14.6473,12.1442,10.485,0.267961753,0.106046065,4.917185462,3.483973968,37.27703447,686.3902546,460.3852774,405.9587407,377.2501673,345.5778443,428.6044218,0.922061094,0.9067965,0.942553524,0.829736937,0.811584263,0.873621536,BCC
ISIC_0028815,167.4455,153.9233,194.8953,16.9978,16.1821,9.6867,0.287672529,0.050886662,4.60121421,2.531963401,66.18951845,665.468593,616.6918016,380.4846554,584.1769088,360.5636045,233.9387409,0.787754546,0.769727601,0.886185101,0.842649801,0.834398454,0.9181469,BCC
ISIC_0032022,157.3033,146.1149,197.2026,16.1101,13.6134,7.9298,0.07048275,0.039529643,7.352324028,177.3025509,588.7263509,382.5448145,301.616929,180.3427321,264.3565186,144.0445409,106.6879175,1.0712042,1.025814433,1.038598527,0.977786631,0.952536807,1.002701564,BCC
ISIC_0029230,166.909,148.0286,174.7417,14.3721,10.8132,6.4437,0.228049751,0.0361864,4.518091156,6.300477644,196.1838835,385.7871982,266.6042073,167.4950076,192.7147677,118.0812861,75.76091532,0.813435295,0.858614523,0.924015698,0.884919359,0.898103013,0.949085063,BCC
ISIC_0029539,130.8641,150.584,209.1758,10.4866,10.1063,3.5548,0.181307294,0.040749796,5.168629867,21.16344409,264.3472322,273.9563125,231.4864246,133.2830455,227.3819237,110.8247606,98.43609148,0.938654639,0.95963277,0.978683007,0.874741495,0.896703821,0.965994153,BCC
ISIC_0027046,176.1153,159.7306,201.6631,13.951,11.9086,6.6626,0.19221824,0.065342394,5.076730826,5.045473302,98.18444375,866.0554121,721.985881,449.2828663,621.1896972,387.8323558,256.204054,0.706506621,0.732893785,0.874924688,0.837709761,0.846411952,0.926199245,BCC
ISIC_0032611,157.8464,134.4306,181.6622,17.2883,15.7478,12.3836,0.184235321,0.043093351,4.792179504,8.27372543,209.0427029,1256.120588,1102.038717,934.1205456,1000.379932,847.8347724,797.3678966,0.614950653,0.572673661,0.695974385,0.772905397,0.755227865,0.839634348,BCC
ISIC_0028964,188.8117,164.873,221.8833,15.8499,13.6577,7.4381,0.274795159,0.073248034,4.570478135,3.816133821,62.12408438,251.2500576,210.969861,107.4482091,186.555597,94.69285652,55.33130074,0.850518364,0.856217746,0.94645074,0.920696182,0.926037631,0.972529579,BCC
ISIC_0034161,203.1217,185.4689,229.2444,10.8733,8.3903,5.335,0.166200526,0.044453742,6.221807396,4.816222832,119.2195153,248.1020604,186.5223016,121.4602341,173.0507354,94.88816298,69.88168697,0.939511406,0.924799606,0.971773037,0.927330878,0.928583785,0.971611169,BCC
ISIC_0031762,156.4939,138.7581,208.7033,18.663,14.2008,7.6193,0.34092971,0.086479903,4.26,2.39625,36,1078.095951,746.4353243,464.6081533,605.7278089,335.4599082,249.4298657,0.72488416,0.788372981,0.948807199,0.768436465,0.814182402,0.921948924,BCC
ISIC_0026760,160.8721,130.833,183.3772,20.4916,19.4716,11.1097,0.250260408,0.04410169,4.139961358,5.357893689,155.0652664,1407.907195,1017.012833,729.5716003,919.9242047,569.5621547,403.2482138,0.910453855,0.808332365,0.935538838,0.806380622,0.788291566,0.901258174,BCC
ISIC_0027819,142.986,139.2154,175.9831,13.0771,15.9999,11.0373,0.3856777,0.039141889,4.370239776,1.511712371,48.92893254,853.0808079,979.4310926,931.4380415,1149.207509,1090.892882,1070.782926,0.758775858,0.693970808,0.788948043,0.714865244,0.652331177,0.751659634,BCC
ISIC_0024436,153.2917,134.2464,182.3025,21.4147,21.0581,9.3078,0.297397262,0.034504144,4.177109495,4.218276086,147.2312204,792.7276065,749.3010065,311.8456647,728.8805972,298.9275996,139.1189721,0.68014982,0.648917816,0.917326087,0.817819083,0.794154401,0.938462952,BCC
ISIC_0026453,123.6402,130.5526,182.012,17.2592,14.2794,11.0181,0.315746233,0.02973003,4.416539172,2.928459914,120.7873808,1090.176733,1102.373818,1023.996836,1205.608187,1157.381201,1225.333451,0.709771986,0.668361614,0.829274811,0.669728202,0.672623879,0.794058818,BCC
ISIC_0031298,185.2656,174.1694,199.0102,12.1358,9.3801,6.9716,0.3380274,0.138644594,4.432326051,2.610557587,22.41227065,1303.203778,997.2369197,659.3656033,773.4552455,512.0697839,346.5846516,0.620027192,0.686725222,0.817835854,0.853575821,0.88022779,0.925366741,BCC
ISIC_0025102,153.9028,159.3539,188.6664,13.1297,11.173,7.3052,0.142137185,0.035261506,6.171215877,20.41624058,311.8238367,567.2968081,493.6507075,368.2602691,461.7846284,342.7930977,288.6187475,1.03143602,0.984637407,1.027702039,0.906773183,0.895791569,0.948837552,BCC
ISIC_0031789,122.7308,121.4516,198.7044,13.9203,11.0767,7.9675,0.38226087,0.142857143,4.270992778,1.993456395,17.13652857,618.4671707,501.1370633,426.3625897,437.6038128,367.1858162,342.3347494,0.638698673,0.705658671,0.842220279,0.77280177,0.790431016,0.898533847,BCC
ISIC_0024665,149.4984,149.782,205.8605,19.1845,20.3203,10.3297,0.254853634,0.038322854,4.316602996,6.177947433,175.3796627,1480.659748,1451.808977,985.9753175,1474.977269,986.2979708,711.7731271,0.741578164,0.752114607,0.914978477,0.788679489,0.806947484,0.914018188,BCC
ISIC_0034306,152.855,123.8789,178.6852,17.0861,15.6468,9.8864,0.222250657,0.043605531,4.103403226,5.567161485,181.8204756,951.0711435,850.5435155,425.726677,791.43146,367.658367,258.0359994,0.788150567,0.735962041,0.935485734,0.800941445,0.773067595,0.923087837,BCC
ISIC_0024666,146.2258,142.7553,175.3882,16.7581,15.1197,10.1748,0.192076441,0.044422984,5.349085829,9.370914171,175.187209,1162.853229,1079.92972,808.4368991,1057.128416,814.4901863,679.5767421,0.925699975,0.882098569,0.95540637,0.794616264,0.764904021,0.856970397,BCC
ISIC_0029747,156.1393,145.4797,219.5803,20.6093,13.3605,6.5744,0.375179632,0.109402932,4.521564053,1.761392899,18.97251462,1460.373121,739.7547857,266.7425394,485.9268811,158.6325584,70.30048366,0.659947694,0.780534605,0.957591741,0.620181537,0.821315616,0.951826466,BCC
ISIC_0029647,69.5321,66.8637,148.2438,18.4126,13.9225,13.4466,0.253847633,0.095150961,4.58118664,4.651684075,57.18719763,1198.618144,1016.959649,399.8061706,1008.926695,427.6142417,500.5606315,0.789331703,0.716178993,1.100830242,0.874508324,0.867232557,1.07004782,BCC
ISIC_0032741,146.5791,132.9942,171.664,10.1246,10.0843,8.7378,0.180069307,0.027989936,4.77251036,6.186021399,294.754338,434.4925492,417.499879,381.2900044,437.592872,383.8794354,455.4253881,0.863574839,0.821647607,0.818254087,0.84566179,0.803533502,0.834391017,BCC
ISIC_0028568,171.1006,178.557,221.299,8.7966,7.209,4.5796,0.25706831,0.118015964,4.819169041,5.128616118,44.28962229,77.40218951,59.1834544,33.90289197,51.98505774,29.27108464,20.97841936,0.955250255,0.963969805,0.985546111,0.949462491,0.962244216,0.986165938,BCC
ISIC_0025301,125.4678,128.7712,231.0062,10.5747,11.9122,4.3535,0.211713894,0.02744003,5.65898786,3.54977067,147.2706281,399.4036129,397.8456002,93.91803113,480.3736825,80.07452697,54.61619453,0.847075045,0.835370873,0.957688841,0.808316504,0.78673661,0.982748655,BCC
